instant,dteday,weathersit,temp,atemp,hum,windspeed,cnt,month,day,year,day of week,quarter,days passed,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Weekend
9635,11/2/2012,3,0.22,0.2424,0.93,0.1045,90,2,11,2012,6,1,406,0,0,0,0,0,1,1
9636,11/2/2012,3,0.22,0.2424,0.93,0.1045,166,2,11,2012,6,1,406,0,0,0,0,0,1,1
9637,11/2/2012,2,0.24,0.2576,0.81,0.1045,183,2,11,2012,6,1,406,0,0,0,0,0,1,1
9638,11/2/2012,2,0.26,0.2576,0.81,0.1642,221,2,11,2012,6,1,406,0,0,0,0,0,1,1
9639,11/2/2012,2,0.26,0.2424,0.81,0.2836,235,2,11,2012,6,1,406,0,0,0,0,0,1,1
9640,11/2/2012,2,0.26,0.2424,0.81,0.2537,243,2,11,2012,6,1,406,0,0,0,0,0,1,1
9641,11/2/2012,2,0.3,0.2727,0.61,0.2985,124,2,11,2012,6,1,406,0,0,0,0,0,1,1
9642,11/2/2012,3,0.22,0.197,0.75,0.4179,146,2,11,2012,6,1,406,0,0,0,0,0,1,1
9643,11/2/2012,3,0.22,0.1818,0.69,0.4627,144,2,11,2012,6,1,406,0,0,0,0,0,1,1
9644,11/2/2012,2,0.22,0.1818,0.47,0.6567,108,2,11,2012,6,1,406,0,0,0,0,0,1,1
9645,11/2/2012,2,0.2,0.1515,0.4,0.5522,87,2,11,2012,6,1,406,0,0,0,0,0,1,1
9646,11/2/2012,2,0.16,0.1212,0.43,0.5522,63,2,11,2012,6,1,406,0,0,0,0,0,1,1
9647,11/2/2012,1,0.14,0.0758,0.43,0.6418,48,2,11,2012,6,1,406,0,0,0,0,0,1,1
9648,11/2/2012,2,0.14,0.1061,0.39,0.3881,46,2,11,2012,6,1,406,0,0,0,0,0,1,1
9649,11/2/2012,3,0.12,0.0758,0.5,0.4925,20,2,11,2012,6,1,406,0,0,0,0,0,1,1
9650,12/2/2012,3,0.1,0.0758,0.68,0.3881,21,2,12,2012,7,1,407,0,0,0,0,0,0,1
9651,12/2/2012,3,0.08,0.0455,0.79,0.4627,24,2,12,2012,7,1,407,0,0,0,0,0,0,1
9652,12/2/2012,2,0.1,0.0606,0.58,0.5821,27,2,12,2012,7,1,407,0,0,0,0,0,0,1
9653,12/2/2012,2,0.1,0.0455,0.46,0.6866,14,2,12,2012,7,1,407,0,0,0,0,0,0,1
9654,12/2/2012,2,0.1,0.0455,0.46,0.7164,1,2,12,2012,7,1,407,0,0,0,0,0,0,1
9655,12/2/2012,1,0.1,0.0758,0.49,0.3881,3,2,12,2012,7,1,407,0,0,0,0,0,0,1
9656,12/2/2012,1,0.1,0.0758,0.49,0.3881,2,2,12,2012,7,1,407,0,0,0,0,0,0,1
9657,12/2/2012,1,0.08,0.0909,0.53,0.194,18,2,12,2012,7,1,407,0,0,0,0,0,0,1
9658,12/2/2012,1,0.08,0.0758,0.53,0.2537,26,2,12,2012,7,1,407,0,0,0,0,0,0,1
9659,12/2/2012,1,0.1,0.0909,0.49,0.2985,63,2,12,2012,7,1,407,0,0,0,0,0,0,1
9660,12/2/2012,1,0.12,0.1061,0.42,0.3582,91,2,12,2012,7,1,407,0,0,0,0,0,0,1
9661,12/2/2012,1,0.12,0.1061,0.42,0.2985,124,2,12,2012,7,1,407,0,0,0,0,0,0,1
9662,12/2/2012,1,0.14,0.0758,0.39,0.6418,140,2,12,2012,7,1,407,0,0,0,0,0,0,1
9663,12/2/2012,1,0.16,0.1212,0.4,0.4478,138,2,12,2012,7,1,407,0,0,0,0,0,0,1
9664,12/2/2012,1,0.16,0.1212,0.4,0.5224,111,2,12,2012,7,1,407,0,0,0,0,0,0,1
9665,12/2/2012,1,0.16,0.1212,0.4,0.5522,155,2,12,2012,7,1,407,0,0,0,0,0,0,1
9666,12/2/2012,1,0.2,0.1667,0.34,0.4627,164,2,12,2012,7,1,407,0,0,0,0,0,0,1
9667,12/2/2012,1,0.18,0.1515,0.37,0.4179,87,2,12,2012,7,1,407,0,0,0,0,0,0,1
9668,12/2/2012,1,0.16,0.1212,0.4,0.4627,96,2,12,2012,7,1,407,0,0,0,0,0,0,1
9669,12/2/2012,1,0.16,0.1364,0.4,0.2836,80,2,12,2012,7,1,407,0,0,0,0,0,0,1
9670,12/2/2012,1,0.14,0.1212,0.42,0.3284,57,2,12,2012,7,1,407,0,0,0,0,0,0,1
9671,12/2/2012,1,0.14,0.1212,0.43,0.2985,36,2,12,2012,7,1,407,0,0,0,0,0,0,1
9672,12/2/2012,1,0.14,0.1515,0.43,0.1642,28,2,12,2012,7,1,407,0,0,0,0,0,0,1
9673,12/2/2012,1,0.14,0.1364,0.43,0.2239,23,2,12,2012,7,1,407,0,0,0,0,0,0,1
9674,13/2/2012,1,0.14,0.1364,0.46,0.2239,9,2,13,2012,1,1,408,1,0,0,0,0,0,0
9675,13/2/2012,1,0.12,0.1212,0.5,0.2239,6,2,13,2012,1,1,408,1,0,0,0,0,0,0
9676,13/2/2012,1,0.14,0.1364,0.46,0.194,4,2,13,2012,1,1,408,1,0,0,0,0,0,0
9677,13/2/2012,1,0.12,0.1515,0.54,0.1045,1,2,13,2012,1,1,408,1,0,0,0,0,0,0
9678,13/2/2012,1,0.12,0.1667,0.54,0.0896,2,2,13,2012,1,1,408,1,0,0,0,0,0,0
9679,13/2/2012,1,0.1,0.1212,0.58,0.1343,17,2,13,2012,1,1,408,1,0,0,0,0,0,0
9680,13/2/2012,1,0.1,0.1061,0.54,0.2239,72,2,13,2012,1,1,408,1,0,0,0,0,0,0
9681,13/2/2012,1,0.1,0.1061,0.54,0.194,195,2,13,2012,1,1,408,1,0,0,0,0,0,0
9682,13/2/2012,1,0.1,0.1212,0.54,0.1343,417,2,13,2012,1,1,408,1,0,0,0,0,0,0
9683,13/2/2012,1,0.12,0.1364,0.5,0.194,205,2,13,2012,1,1,408,1,0,0,0,0,0,0
9684,13/2/2012,1,0.14,0.1515,0.5,0.1343,71,2,13,2012,1,1,408,1,0,0,0,0,0,0
9685,13/2/2012,1,0.22,0.2273,0.37,0.194,90,2,13,2012,1,1,408,1,0,0,0,0,0,0
9686,13/2/2012,1,0.28,0.2576,0.28,0.3284,118,2,13,2012,1,1,408,1,0,0,0,0,0,0
9687,13/2/2012,1,0.32,0.303,0.22,0.2239,140,2,13,2012,1,1,408,1,0,0,0,0,0,0
9688,13/2/2012,1,0.34,0.3485,0.23,0.1045,135,2,13,2012,1,1,408,1,0,0,0,0,0,0
9689,13/2/2012,1,0.36,0.3485,0.27,0.1343,155,2,13,2012,1,1,408,1,0,0,0,0,0,0
9690,13/2/2012,1,0.36,0.3485,0.23,0.194,211,2,13,2012,1,1,408,1,0,0,0,0,0,0
9691,13/2/2012,1,0.36,0.3485,0.23,0.194,407,2,13,2012,1,1,408,1,0,0,0,0,0,0
9692,13/2/2012,1,0.34,0.3182,0.25,0.2537,405,2,13,2012,1,1,408,1,0,0,0,0,0,0
9693,13/2/2012,1,0.34,0.3333,0.25,0.1343,263,2,13,2012,1,1,408,1,0,0,0,0,0,0
9694,13/2/2012,1,0.3,0.303,0.42,0.1642,214,2,13,2012,1,1,408,1,0,0,0,0,0,0
9695,13/2/2012,1,0.28,0.2879,0.45,0.1343,147,2,13,2012,1,1,408,1,0,0,0,0,0,0
9696,13/2/2012,1,0.26,0.2727,0.56,0.1045,102,2,13,2012,1,1,408,1,0,0,0,0,0,0
9697,13/2/2012,1,0.28,0.3182,0.41,0,36,2,13,2012,1,1,408,1,0,0,0,0,0,0
9698,14/2/2012,2,0.26,0.303,0.6,0,14,2,14,2012,2,1,409,0,1,0,0,0,0,0
9699,14/2/2012,2,0.26,0.303,0.56,0,6,2,14,2012,2,1,409,0,1,0,0,0,0,0
9700,14/2/2012,2,0.28,0.3182,0.41,0,3,2,14,2012,2,1,409,0,1,0,0,0,0,0
9701,14/2/2012,2,0.26,0.303,0.52,0,3,2,14,2012,2,1,409,0,1,0,0,0,0,0
9702,14/2/2012,2,0.26,0.2727,0.65,0.1045,2,2,14,2012,2,1,409,0,1,0,0,0,0,0
9703,14/2/2012,2,0.26,0.2727,0.65,0.1045,22,2,14,2012,2,1,409,0,1,0,0,0,0,0
9704,14/2/2012,2,0.26,0.303,0.56,0,90,2,14,2012,2,1,409,0,1,0,0,0,0,0
9705,14/2/2012,2,0.24,0.2576,0.6,0.0896,280,2,14,2012,2,1,409,0,1,0,0,0,0,0
9706,14/2/2012,2,0.24,0.2879,0.7,0,513,2,14,2012,2,1,409,0,1,0,0,0,0,0
9707,14/2/2012,2,0.26,0.2879,0.56,0.0896,262,2,14,2012,2,1,409,0,1,0,0,0,0,0
9708,14/2/2012,2,0.26,0.2727,0.6,0.1343,98,2,14,2012,2,1,409,0,1,0,0,0,0,0
9709,14/2/2012,2,0.3,0.303,0.45,0.1642,112,2,14,2012,2,1,409,0,1,0,0,0,0,0
9710,14/2/2012,2,0.3,0.2879,0.52,0.2239,172,2,14,2012,2,1,409,0,1,0,0,0,0,0
9711,14/2/2012,2,0.36,0.3333,0.4,0.2537,173,2,14,2012,2,1,409,0,1,0,0,0,0,0
9712,14/2/2012,1,0.4,0.4091,0.4,0.2239,124,2,14,2012,2,1,409,0,1,0,0,0,0,0
9713,14/2/2012,2,0.42,0.4242,0.38,0.4478,145,2,14,2012,2,1,409,0,1,0,0,0,0,0
9714,14/2/2012,1,0.42,0.4242,0.35,0.2985,266,2,14,2012,2,1,409,0,1,0,0,0,0,0
9715,14/2/2012,1,0.42,0.4242,0.38,0.3582,523,2,14,2012,2,1,409,0,1,0,0,0,0,0
9716,14/2/2012,2,0.38,0.3939,0.46,0.2985,406,2,14,2012,2,1,409,0,1,0,0,0,0,0
9717,14/2/2012,2,0.36,0.3485,0.5,0.1642,281,2,14,2012,2,1,409,0,1,0,0,0,0,0
9718,14/2/2012,2,0.38,0.3939,0.46,0.1343,184,2,14,2012,2,1,409,0,1,0,0,0,0,0
9719,14/2/2012,2,0.36,0.3636,0.5,0.1045,109,2,14,2012,2,1,409,0,1,0,0,0,0,0
9720,14/2/2012,2,0.36,0.3636,0.5,0.1045,77,2,14,2012,2,1,409,0,1,0,0,0,0,0
9721,14/2/2012,2,0.36,0.3636,0.5,0.0896,57,2,14,2012,2,1,409,0,1,0,0,0,0,0
9722,15/2/2012,1,0.32,0.3485,0.57,0,22,2,15,2012,3,1,410,0,0,1,0,0,0,0
9723,15/2/2012,1,0.34,0.3636,0.53,0,5,2,15,2012,3,1,410,0,0,1,0,0,0,0
9724,15/2/2012,1,0.3,0.3333,0.61,0,4,2,15,2012,3,1,410,0,0,1,0,0,0,0
9725,15/2/2012,1,0.28,0.3182,0.75,0,3,2,15,2012,3,1,410,0,0,1,0,0,0,0
9726,15/2/2012,1,0.28,0.2879,0.7,0.1045,1,2,15,2012,3,1,410,0,0,1,0,0,0,0
9727,15/2/2012,1,0.28,0.2879,0.7,0.1045,25,2,15,2012,3,1,410,0,0,1,0,0,0,0
9728,15/2/2012,1,0.3,0.303,0.61,0.1343,95,2,15,2012,3,1,410,0,0,1,0,0,0,0
9729,15/2/2012,2,0.3,0.2879,0.65,0.194,321,2,15,2012,3,1,410,0,0,1,0,0,0,0
9730,15/2/2012,1,0.32,0.2879,0.61,0.3582,515,2,15,2012,3,1,410,0,0,1,0,0,0,0
9731,15/2/2012,1,0.32,0.303,0.61,0.3284,231,2,15,2012,3,1,410,0,0,1,0,0,0,0
9732,15/2/2012,1,0.34,0.303,0.57,0.2985,120,2,15,2012,3,1,410,0,0,1,0,0,0,0
9733,15/2/2012,1,0.36,0.3333,0.53,0.2836,138,2,15,2012,3,1,410,0,0,1,0,0,0,0
9734,15/2/2012,1,0.38,0.3939,0.46,0.3881,163,2,15,2012,3,1,410,0,0,1,0,0,0,0
9735,15/2/2012,1,0.4,0.4091,0.43,0.2836,170,2,15,2012,3,1,410,0,0,1,0,0,0,0
9736,15/2/2012,1,0.42,0.4242,0.41,0.3582,134,2,15,2012,3,1,410,0,0,1,0,0,0,0
9737,15/2/2012,1,0.42,0.4242,0.41,0.2239,171,2,15,2012,3,1,410,0,0,1,0,0,0,0
9738,15/2/2012,1,0.42,0.4242,0.38,0.194,231,2,15,2012,3,1,410,0,0,1,0,0,0,0
9739,15/2/2012,1,0.42,0.4242,0.38,0.194,487,2,15,2012,3,1,410,0,0,1,0,0,0,0
9740,15/2/2012,1,0.4,0.4091,0.4,0.2239,468,2,15,2012,3,1,410,0,0,1,0,0,0,0
9741,15/2/2012,1,0.38,0.3939,0.43,0.1642,311,2,15,2012,3,1,410,0,0,1,0,0,0,0
9742,15/2/2012,1,0.36,0.3485,0.46,0.1642,211,2,15,2012,3,1,410,0,0,1,0,0,0,0
9743,15/2/2012,1,0.34,0.3333,0.53,0.1642,178,2,15,2012,3,1,410,0,0,1,0,0,0,0
9744,15/2/2012,1,0.34,0.3485,0.49,0.1045,107,2,15,2012,3,1,410,0,0,1,0,0,0,0
9745,15/2/2012,1,0.34,0.3485,0.53,0.0896,58,2,15,2012,3,1,410,0,0,1,0,0,0,0
9746,16/2/2012,2,0.3,0.303,0.7,0.1343,23,2,16,2012,4,1,411,0,0,0,1,0,0,0
9747,16/2/2012,2,0.3,0.3333,0.7,0,5,2,16,2012,4,1,411,0,0,0,1,0,0,0
9748,16/2/2012,2,0.3,0.3182,0.7,0.0896,7,2,16,2012,4,1,411,0,0,0,1,0,0,0
9749,16/2/2012,2,0.3,0.3333,0.61,0,1,2,16,2012,4,1,411,0,0,0,1,0,0,0
9750,16/2/2012,3,0.3,0.3182,0.7,0.0896,3,2,16,2012,4,1,411,0,0,0,1,0,0,0
9751,16/2/2012,2,0.3,0.3333,0.7,0,20,2,16,2012,4,1,411,0,0,0,1,0,0,0
9752,16/2/2012,2,0.3,0.3182,0.7,0.0896,87,2,16,2012,4,1,411,0,0,0,1,0,0,0
9753,16/2/2012,2,0.3,0.303,0.7,0.1343,288,2,16,2012,4,1,411,0,0,0,1,0,0,0
9754,16/2/2012,2,0.3,0.3182,0.7,0.0896,498,2,16,2012,4,1,411,0,0,0,1,0,0,0
9755,16/2/2012,2,0.3,0.303,0.7,0.1642,202,2,16,2012,4,1,411,0,0,0,1,0,0,0
9756,16/2/2012,3,0.32,0.3333,0.7,0.1343,44,2,16,2012,4,1,411,0,0,0,1,0,0,0
9757,16/2/2012,3,0.32,0.3333,0.7,0.1045,71,2,16,2012,4,1,411,0,0,0,1,0,0,0
9758,16/2/2012,3,0.32,0.3333,0.76,0.0896,45,2,16,2012,4,1,411,0,0,0,1,0,0,0
9759,16/2/2012,3,0.34,0.3182,0.71,0.2537,64,2,16,2012,4,1,411,0,0,0,1,0,0,0
9760,16/2/2012,3,0.32,0.3182,0.81,0.194,31,2,16,2012,4,1,411,0,0,0,1,0,0,0
9761,16/2/2012,3,0.34,0.3636,0.76,0,53,2,16,2012,4,1,411,0,0,0,1,0,0,0
9762,16/2/2012,3,0.34,0.3636,0.81,0,118,2,16,2012,4,1,411,0,0,0,1,0,0,0
9763,16/2/2012,3,0.34,0.3636,0.87,0,289,2,16,2012,4,1,411,0,0,0,1,0,0,0
9764,16/2/2012,3,0.34,0.3333,0.87,0.1343,353,2,16,2012,4,1,411,0,0,0,1,0,0,0
9765,16/2/2012,2,0.32,0.3182,0.87,0.1642,258,2,16,2012,4,1,411,0,0,0,1,0,0,0
9766,16/2/2012,2,0.32,0.3333,0.87,0.1343,216,2,16,2012,4,1,411,0,0,0,1,0,0,0
9767,16/2/2012,2,0.34,0.3485,0.81,0.1045,145,2,16,2012,4,1,411,0,0,0,1,0,0,0
9768,16/2/2012,2,0.32,0.3485,0.81,0,111,2,16,2012,4,1,411,0,0,0,1,0,0,0
9769,16/2/2012,1,0.32,0.3333,0.81,0.0896,73,2,16,2012,4,1,411,0,0,0,1,0,0,0
9770,17/2/2012,2,0.3,0.3333,0.87,0,34,2,17,2012,5,1,412,0,0,0,0,1,0,0
9771,17/2/2012,2,0.3,0.3333,0.93,0,18,2,17,2012,5,1,412,0,0,0,0,1,0,0
9772,17/2/2012,2,0.3,0.3182,0.93,0.1045,12,2,17,2012,5,1,412,0,0,0,0,1,0,0
9773,17/2/2012,2,0.28,0.2879,0.93,0.1045,1,2,17,2012,5,1,412,0,0,0,0,1,0,0
9774,17/2/2012,2,0.28,0.2727,0.93,0.194,1,2,17,2012,5,1,412,0,0,0,0,1,0,0
9775,17/2/2012,2,0.28,0.2727,0.93,0.1642,16,2,17,2012,5,1,412,0,0,0,0,1,0,0
9776,17/2/2012,2,0.28,0.2879,0.96,0.1343,71,2,17,2012,5,1,412,0,0,0,0,1,0,0
9777,17/2/2012,2,0.28,0.2879,0.93,0.1045,226,2,17,2012,5,1,412,0,0,0,0,1,0,0
9778,17/2/2012,2,0.26,0.303,1,0,520,2,17,2012,5,1,412,0,0,0,0,1,0,0
9779,17/2/2012,2,0.26,0.303,1,0,283,2,17,2012,5,1,412,0,0,0,0,1,0,0
9780,17/2/2012,1,0.34,0.3182,0.71,0.2836,116,2,17,2012,5,1,412,0,0,0,0,1,0,0
9781,17/2/2012,1,0.36,0.3333,0.62,0.4179,142,2,17,2012,5,1,412,0,0,0,0,1,0,0
9782,17/2/2012,1,0.38,0.3939,0.46,0.3881,198,2,17,2012,5,1,412,0,0,0,0,1,0,0
9783,17/2/2012,1,0.4,0.4091,0.43,0.3582,205,2,17,2012,5,1,412,0,0,0,0,1,0,0
9784,17/2/2012,1,0.4,0.4091,0.37,0.3582,170,2,17,2012,5,1,412,0,0,0,0,1,0,0
9785,17/2/2012,1,0.42,0.4242,0.35,0.4179,221,2,17,2012,5,1,412,0,0,0,0,1,0,0
9786,17/2/2012,1,0.42,0.4242,0.32,0.2985,307,2,17,2012,5,1,412,0,0,0,0,1,0,0
9787,17/2/2012,1,0.42,0.4242,0.32,0.3284,465,2,17,2012,5,1,412,0,0,0,0,1,0,0
9788,17/2/2012,1,0.4,0.4091,0.35,0.2537,377,2,17,2012,5,1,412,0,0,0,0,1,0,0
9789,17/2/2012,1,0.38,0.3939,0.37,0.2239,282,2,17,2012,5,1,412,0,0,0,0,1,0,0
9790,17/2/2012,1,0.4,0.4091,0.35,0.194,171,2,17,2012,5,1,412,0,0,0,0,1,0,0
9791,17/2/2012,1,0.38,0.3939,0.37,0.194,129,2,17,2012,5,1,412,0,0,0,0,1,0,0
9792,17/2/2012,1,0.36,0.3485,0.4,0.2239,107,2,17,2012,5,1,412,0,0,0,0,1,0,0
9793,17/2/2012,1,0.36,0.3485,0.4,0.194,82,2,17,2012,5,1,412,0,0,0,0,1,0,0
9794,18/2/2012,1,0.34,0.3333,0.42,0.1642,86,2,18,2012,6,1,413,0,0,0,0,0,1,1
9795,18/2/2012,1,0.32,0.3182,0.49,0.1642,45,2,18,2012,6,1,413,0,0,0,0,0,1,1
9796,18/2/2012,1,0.3,0.2879,0.61,0.2537,45,2,18,2012,6,1,413,0,0,0,0,0,1,1
9797,18/2/2012,1,0.28,0.2879,0.65,0.1045,18,2,18,2012,6,1,413,0,0,0,0,0,1,1
9798,18/2/2012,1,0.26,0.303,0.7,0,7,2,18,2012,6,1,413,0,0,0,0,0,1,1
9799,18/2/2012,1,0.24,0.2576,0.7,0.0896,1,2,18,2012,6,1,413,0,0,0,0,0,1,1
9800,18/2/2012,1,0.24,0.2879,0.7,0,9,2,18,2012,6,1,413,0,0,0,0,0,1,1
9801,18/2/2012,1,0.24,0.2879,0.7,0,41,2,18,2012,6,1,413,0,0,0,0,0,1,1
9802,18/2/2012,1,0.22,0.2727,0.87,0,102,2,18,2012,6,1,413,0,0,0,0,0,1,1
9803,18/2/2012,1,0.22,0.2424,0.8,0.1045,138,2,18,2012,6,1,413,0,0,0,0,0,1,1
9804,18/2/2012,1,0.26,0.2727,0.81,0.1045,205,2,18,2012,6,1,413,0,0,0,0,0,1,1
9805,18/2/2012,1,0.32,0.3333,0.57,0.1343,286,2,18,2012,6,1,413,0,0,0,0,0,1,1
9806,18/2/2012,1,0.36,0.3485,0.43,0.194,369,2,18,2012,6,1,413,0,0,0,0,0,1,1
9807,18/2/2012,1,0.4,0.4091,0.43,0.2836,384,2,18,2012,6,1,413,0,0,0,0,0,1,1
9808,18/2/2012,1,0.44,0.4394,0.35,0.3582,427,2,18,2012,6,1,413,0,0,0,0,0,1,1
9809,18/2/2012,1,0.42,0.4242,0.41,0.2537,499,2,18,2012,6,1,413,0,0,0,0,0,1,1
9810,18/2/2012,1,0.44,0.4394,0.44,0.3284,404,2,18,2012,6,1,413,0,0,0,0,0,1,1
9811,18/2/2012,1,0.48,0.4697,0.36,0.2836,364,2,18,2012,6,1,413,0,0,0,0,0,1,1
9812,18/2/2012,1,0.46,0.4545,0.38,0.2985,246,2,18,2012,6,1,413,0,0,0,0,0,1,1
9813,18/2/2012,1,0.44,0.4394,0.44,0.1642,188,2,18,2012,6,1,413,0,0,0,0,0,1,1
9814,18/2/2012,1,0.44,0.4394,0.44,0.1642,148,2,18,2012,6,1,413,0,0,0,0,0,1,1
9815,18/2/2012,1,0.44,0.4394,0.33,0.2985,114,2,18,2012,6,1,413,0,0,0,0,0,1,1
9816,18/2/2012,1,0.4,0.4091,0.4,0.4478,118,2,18,2012,6,1,413,0,0,0,0,0,1,1
9817,18/2/2012,2,0.36,0.3333,0.4,0.3881,74,2,18,2012,6,1,413,0,0,0,0,0,1,1
9818,19/2/2012,2,0.34,0.303,0.39,0.3582,74,2,19,2012,7,1,414,0,0,0,0,0,0,1
9819,19/2/2012,2,0.32,0.303,0.39,0.2537,72,2,19,2012,7,1,414,0,0,0,0,0,0,1
9820,19/2/2012,2,0.3,0.2879,0.36,0.2836,48,2,19,2012,7,1,414,0,0,0,0,0,0,1
9821,19/2/2012,2,0.3,0.2879,0.36,0.2239,15,2,19,2012,7,1,414,0,0,0,0,0,0,1
9822,19/2/2012,2,0.28,0.2576,0.41,0.3881,3,2,19,2012,7,1,414,0,0,0,0,0,0,1
9823,19/2/2012,2,0.26,0.2273,0.48,0.2985,2,2,19,2012,7,1,414,0,0,0,0,0,0,1
9824,19/2/2012,1,0.24,0.2121,0.52,0.3284,5,2,19,2012,7,1,414,0,0,0,0,0,0,1
9825,19/2/2012,2,0.24,0.2121,0.52,0.2836,14,2,19,2012,7,1,414,0,0,0,0,0,0,1
9826,19/2/2012,2,0.24,0.2273,0.56,0.194,56,2,19,2012,7,1,414,0,0,0,0,0,0,1
9827,19/2/2012,2,0.24,0.2273,0.56,0.2537,93,2,19,2012,7,1,414,0,0,0,0,0,0,1
9828,19/2/2012,2,0.26,0.2424,0.52,0.2537,191,2,19,2012,7,1,414,0,0,0,0,0,0,1
9829,19/2/2012,2,0.26,0.2273,0.56,0.3284,226,2,19,2012,7,1,414,0,0,0,0,0,0,1
9830,19/2/2012,2,0.28,0.2727,0.52,0.2537,255,2,19,2012,7,1,414,0,0,0,0,0,0,1
9831,19/2/2012,1,0.3,0.303,0.49,0.1642,261,2,19,2012,7,1,414,0,0,0,0,0,0,1
9832,19/2/2012,2,0.32,0.3182,0.45,0.194,237,2,19,2012,7,1,414,0,0,0,0,0,0,1
9833,19/2/2012,2,0.3,0.2879,0.49,0.194,253,2,19,2012,7,1,414,0,0,0,0,0,0,1
9834,19/2/2012,2,0.32,0.303,0.45,0.2836,212,2,19,2012,7,1,414,0,0,0,0,0,0,1
9835,19/2/2012,2,0.3,0.2879,0.49,0.2537,157,2,19,2012,7,1,414,0,0,0,0,0,0,1
9836,19/2/2012,2,0.3,0.2727,0.49,0.3284,167,2,19,2012,7,1,414,0,0,0,0,0,0,1
9837,19/2/2012,2,0.3,0.2879,0.52,0.2537,119,2,19,2012,7,1,414,0,0,0,0,0,0,1
9838,19/2/2012,2,0.3,0.2879,0.52,0.2836,103,2,19,2012,7,1,414,0,0,0,0,0,0,1
9839,19/2/2012,3,0.26,0.2576,0.65,0.1642,36,2,19,2012,7,1,414,0,0,0,0,0,0,1
9840,19/2/2012,3,0.24,0.2576,0.75,0.0896,55,2,19,2012,7,1,414,0,0,0,0,0,0,1
9841,19/2/2012,2,0.22,0.2273,0.93,0.1642,35,2,19,2012,7,1,414,0,0,0,0,0,0,1
9842,20/2/2012,2,0.24,0.2576,0.87,0.0896,41,2,20,2012,1,1,415,1,0,0,0,0,0,0
9843,20/2/2012,2,0.24,0.2576,0.87,0.0896,15,2,20,2012,1,1,415,1,0,0,0,0,0,0
9844,20/2/2012,2,0.24,0.2576,0.87,0.0896,20,2,20,2012,1,1,415,1,0,0,0,0,0,0
9845,20/2/2012,2,0.24,0.2273,0.81,0.194,8,2,20,2012,1,1,415,1,0,0,0,0,0,0
9846,20/2/2012,2,0.24,0.2121,0.6,0.3582,6,2,20,2012,1,1,415,1,0,0,0,0,0,0
9847,20/2/2012,1,0.24,0.197,0.52,0.4179,10,2,20,2012,1,1,415,1,0,0,0,0,0,0
9848,20/2/2012,2,0.22,0.197,0.55,0.3284,44,2,20,2012,1,1,415,1,0,0,0,0,0,0
9849,20/2/2012,1,0.2,0.1818,0.59,0.3582,120,2,20,2012,1,1,415,1,0,0,0,0,0,0
9850,20/2/2012,1,0.2,0.1818,0.59,0.3582,110,2,20,2012,1,1,415,1,0,0,0,0,0,0
9851,20/2/2012,1,0.22,0.197,0.55,0.4478,143,2,20,2012,1,1,415,1,0,0,0,0,0,0
9852,20/2/2012,1,0.26,0.2273,0.48,0.3582,208,2,20,2012,1,1,415,1,0,0,0,0,0,0
9853,20/2/2012,1,0.28,0.2727,0.45,0.2239,281,2,20,2012,1,1,415,1,0,0,0,0,0,0
9854,20/2/2012,1,0.3,0.2879,0.42,0.2836,312,2,20,2012,1,1,415,1,0,0,0,0,0,0
9855,20/2/2012,1,0.32,0.3182,0.36,0.194,263,2,20,2012,1,1,415,1,0,0,0,0,0,0
9856,20/2/2012,1,0.34,0.3182,0.34,0.2239,289,2,20,2012,1,1,415,1,0,0,0,0,0,0
9857,20/2/2012,1,0.36,0.3788,0.29,0.1045,280,2,20,2012,1,1,415,1,0,0,0,0,0,0
9858,20/2/2012,1,0.38,0.3939,0.27,0.2537,253,2,20,2012,1,1,415,1,0,0,0,0,0,0
9859,20/2/2012,1,0.34,0.3182,0.34,0.2239,242,2,20,2012,1,1,415,1,0,0,0,0,0,0
9860,20/2/2012,1,0.34,0.3182,0.34,0.2239,172,2,20,2012,1,1,415,1,0,0,0,0,0,0
9861,20/2/2012,1,0.34,0.3333,0.34,0.194,126,2,20,2012,1,1,415,1,0,0,0,0,0,0
9862,20/2/2012,1,0.3,0.303,0.39,0.1642,98,2,20,2012,1,1,415,1,0,0,0,0,0,0
9863,20/2/2012,1,0.3,0.3182,0.45,0.0896,62,2,20,2012,1,1,415,1,0,0,0,0,0,0
9864,20/2/2012,1,0.3,0.3333,0.39,0,26,2,20,2012,1,1,415,1,0,0,0,0,0,0
9865,21/2/2012,1,0.26,0.303,0.65,0,12,2,21,2012,2,1,416,0,1,0,0,0,0,0
9866,21/2/2012,1,0.26,0.303,0.56,0,7,2,21,2012,2,1,416,0,1,0,0,0,0,0
9867,21/2/2012,1,0.24,0.2879,0.6,0,3,2,21,2012,2,1,416,0,1,0,0,0,0,0
9868,21/2/2012,1,0.22,0.2727,0.64,0,2,2,21,2012,2,1,416,0,1,0,0,0,0,0
9869,21/2/2012,1,0.2,0.2576,0.69,0,15,2,21,2012,2,1,416,0,1,0,0,0,0,0
9870,21/2/2012,1,0.2,0.2576,0.75,0,86,2,21,2012,2,1,416,0,1,0,0,0,0,0
9871,21/2/2012,1,0.22,0.2727,0.64,0,279,2,21,2012,2,1,416,0,1,0,0,0,0,0
9872,21/2/2012,1,0.2,0.2273,0.69,0.0896,464,2,21,2012,2,1,416,0,1,0,0,0,0,0
